Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1975","1975","ha","0.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1976","1976","ha","5900.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1977","1977","ha","6000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1978","1978","ha","6000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1979","1979","ha","6000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1980","1980","ha","5800.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1981","1981","ha","5800.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1982","1982","ha","5800.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1983","1983","ha","5700.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1984","1984","ha","5700.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1985","1985","ha","5600.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1986","1986","ha","5500.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1987","1987","ha","5500.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1988","1988","ha","5400.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1989","1989","ha","5400.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1990","1990","ha","6037.000000","Im"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1991","1991","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1992","1992","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1993","1993","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1994","1994","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1995","1995","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1996","1996","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1997","1997","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1998","1998","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","1999","1999","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2000","2000","ha","7000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2001","2001","ha","9000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2002","2002","ha","5500.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2003","2003","ha","5700.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2004","2004","ha","12000.000000","*"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2005","2005","ha","11768.000000","Im"
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2006","2006","ha","12000.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2007","2007","ha","12000.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2008","2008","ha","12000.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2009","2009","ha","11029.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2010","2010","ha","11210.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2011","2011","ha","13469.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2012","2012","ha","13490.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2013","2013","ha","14114.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2014","2014","ha","13703.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2015","2015","ha","14676.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2016","2016","ha","19481.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2017","2017","ha","19793.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2018","2018","ha","20053.000000",""
"2","Afghanistan","221","Almonds, with shell","5312","Area harvested","2019","2019","ha","29203.000000",""
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1976","1976","hg/ha","16610.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1977","1977","hg/ha","15000.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1978","1978","hg/ha","20000.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1979","1979","hg/ha","17500.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1980","1980","hg/ha","17069.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1981","1981","hg/ha","13793.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1982","1982","hg/ha","18966.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1983","1983","hg/ha","17018.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1984","1984","hg/ha","18421.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1985","1985","hg/ha","16071.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1986","1986","hg/ha","18182.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1987","1987","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1988","1988","hg/ha","16667.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1989","1989","hg/ha","16296.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1990","1990","hg/ha","15736.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1991","1991","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1992","1992","hg/ha","18000.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1993","1993","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1994","1994","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1995","1995","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1996","1996","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1997","1997","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1998","1998","hg/ha","16364.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","1999","1999","hg/ha","20000.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2000","2000","hg/ha","17143.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2001","2001","hg/ha","16667.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2002","2002","hg/ha","21407.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2003","2003","hg/ha","24561.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2004","2004","hg/ha","12250.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2005","2005","hg/ha","13282.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2006","2006","hg/ha","16667.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2007","2007","hg/ha","26234.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2008","2008","hg/ha","35000.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2009","2009","hg/ha","39154.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2010","2010","hg/ha","49955.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2011","2011","hg/ha","45000.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2012","2012","hg/ha","45960.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2013","2013","hg/ha","29910.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2014","2014","hg/ha","19996.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2015","2015","hg/ha","16521.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2016","2016","hg/ha","16859.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2017","2017","hg/ha","13788.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2018","2018","hg/ha","17161.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5419","Yield","2019","2019","hg/ha","13083.000000","Fc"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1975","1975","tonnes","0.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1976","1976","tonnes","9800.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1977","1977","tonnes","9000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1978","1978","tonnes","12000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1979","1979","tonnes","10500.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1980","1980","tonnes","9900.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1981","1981","tonnes","8000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1982","1982","tonnes","11000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1983","1983","tonnes","9700.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1984","1984","tonnes","10500.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1985","1985","tonnes","9000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1986","1986","tonnes","10000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1987","1987","tonnes","9000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1988","1988","tonnes","9000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1989","1989","tonnes","8800.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1990","1990","tonnes","9500.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","1991","1991","tonnes","9000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1992","1992","tonnes","9900.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1993","1993","tonnes","9000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1994","1994","tonnes","9000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1995","1995","tonnes","9000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1996","1996","tonnes","9000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1997","1997","tonnes","9000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1998","1998","tonnes","9000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","1999","1999","tonnes","11000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2000","2000","tonnes","12000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2001","2001","tonnes","15000.000000","F"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2002","2002","tonnes","11774.000000","Im"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2003","2003","tonnes","14000.000000","*"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2004","2004","tonnes","14700.000000","*"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2005","2005","tonnes","15630.000000","*"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2006","2006","tonnes","20000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2007","2007","tonnes","31481.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2008","2008","tonnes","42000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2009","2009","tonnes","43183.000000","*"
"2","Afghanistan","221","Almonds, with shell","5510","Production","2010","2010","tonnes","56000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2011","2011","tonnes","60611.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2012","2012","tonnes","62000.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2013","2013","tonnes","42215.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2014","2014","tonnes","27400.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2015","2015","tonnes","24246.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2016","2016","tonnes","32843.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2017","2017","tonnes","27291.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2018","2018","tonnes","34413.000000",""
"2","Afghanistan","221","Almonds, with shell","5510","Production","2019","2019","tonnes","38205.000000",""
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1961","1961","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1962","1962","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1963","1963","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1964","1964","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1965","1965","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1966","1966","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1967","1967","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1968","1968","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1969","1969","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1970","1970","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1971","1971","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1972","1972","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1973","1973","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1974","1974","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1975","1975","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1976","1976","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1977","1977","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1978","1978","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1979","1979","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1980","1980","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1981","1981","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1982","1982","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1983","1983","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1984","1984","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1985","1985","ha",,"M"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1986","1986","ha","700.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1987","1987","ha","700.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1988","1988","ha","300.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1989","1989","ha","1100.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1990","1990","ha","1300.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1991","1991","ha","1882.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1992","1992","ha","700.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1993","1993","ha","2270.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1994","1994","ha","2871.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1995","1995","ha","3000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1996","1996","ha","7000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1997","1997","ha","4000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1998","1998","ha","12000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","1999","1999","ha","11311.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2000","2000","ha","4000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2001","2001","ha","1600.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2002","2002","ha","3300.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2003","2003","ha","6800.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2004","2004","ha","15000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2005","2005","ha","16000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2006","2006","ha","17432.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2007","2007","ha","28000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2008","2008","ha","15000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2009","2009","ha","17748.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2010","2010","ha","17000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2011","2011","ha","19500.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2012","2012","ha","18500.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2013","2013","ha","18500.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2014","2014","ha","30000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2015","2015","ha","25000.000000","F"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2016","2016","ha","25787.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2017","2017","ha","28398.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2018","2018","ha","26725.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5312","Area harvested","2019","2019","ha","27562.000000","Im"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1986","1986","hg/ha","7143.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1987","1987","hg/ha","7143.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1988","1988","hg/ha","6667.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1989","1989","hg/ha","7273.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1990","1990","hg/ha","7692.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1991","1991","hg/ha","7072.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1992","1992","hg/ha","7143.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1993","1993","hg/ha","6855.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1994","1994","hg/ha","6761.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1995","1995","hg/ha","6667.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1996","1996","hg/ha","6000.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1997","1997","hg/ha","6250.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1998","1998","hg/ha","5917.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","1999","1999","hg/ha","6189.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","2000","2000","hg/ha","6250.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","2001","2001","hg/ha","6250.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","2002","2002","hg/ha","6061.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","2003","2003","hg/ha","6029.000000","Fc"
"2","Afghanistan","711","Anise, badian, fennel, coriander","5419","Yield","2004","2004","hg/ha","6000.000000","Fc"
