Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"2","Afghanistan","515","Apples","5510","Production","2002","2002","tonnes","35630.000000","Im"
"2","Afghanistan","515","Apples","5510","Production","2003","2003","tonnes","28043.000000","Im"
"2","Afghanistan","515","Apples","5510","Production","2004","2004","tonnes","16692.000000","Im"
"2","Afghanistan","515","Apples","5510","Production","2005","2005","tonnes","20239.000000","Im"
"2","Afghanistan","515","Apples","5510","Production","2006","2006","tonnes","52500.000000","F"
"2","Afghanistan","515","Apples","5510","Production","2007","2007","tonnes","59500.000000","F"
"2","Afghanistan","515","Apples","5510","Production","2008","2008","tonnes","56061.000000","Im"
"2","Afghanistan","515","Apples","5510","Production","2009","2009","tonnes","72765.000000",""
"2","Afghanistan","515","Apples","5510","Production","2010","2010","tonnes","59850.000000",""
"2","Afghanistan","515","Apples","5510","Production","2011","2011","tonnes","62041.000000",""
"2","Afghanistan","515","Apples","5510","Production","2012","2012","tonnes","70000.000000",""
"2","Afghanistan","515","Apples","5510","Production","2013","2013","tonnes","78597.000000",""
"2","Afghanistan","515","Apples","5510","Production","2014","2014","tonnes","89403.000000",""
"2","Afghanistan","515","Apples","5510","Production","2015","2015","tonnes","89733.000000",""
"2","Afghanistan","515","Apples","5510","Production","2016","2016","tonnes","140903.000000",""
"2","Afghanistan","515","Apples","5510","Production","2017","2017","tonnes","175000.000000","F"
"2","Afghanistan","515","Apples","5510","Production","2018","2018","tonnes","217192.000000",""
"2","Afghanistan","515","Apples","5510","Production","2019","2019","tonnes","250324.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","1961","1961","ha","4820.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1962","1962","ha","4820.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1963","1963","ha","4820.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1964","1964","ha","5100.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1965","1965","ha","5370.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1966","1966","ha","5930.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1967","1967","ha","6620.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1968","1968","ha","6480.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1969","1969","ha","6590.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1970","1970","ha","6630.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1971","1971","ha","6630.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1972","1972","ha","6810.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1973","1973","ha","6950.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1974","1974","ha","7070.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1975","1975","ha","7080.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1976","1976","ha","7080.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1977","1977","ha","7100.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1978","1978","ha","7050.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1979","1979","ha","6810.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1980","1980","ha","6820.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1981","1981","ha","6680.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1982","1982","ha","6410.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1983","1983","ha","6170.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1984","1984","ha","5920.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1985","1985","ha","5750.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1986","1986","ha","5610.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1987","1987","ha","4830.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1988","1988","ha","5050.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1989","1989","ha","5060.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1990","1990","ha","5115.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","1991","1991","ha","4876.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","1992","1992","ha","4951.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","1993","1993","ha","5100.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1994","1994","ha","5119.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","1995","1995","ha","5150.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","1996","1996","ha","5325.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","1997","1997","ha","5407.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","1998","1998","ha","5505.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","1999","1999","ha","5612.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","2000","2000","ha","5754.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","2001","2001","ha","5200.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","2002","2002","ha","6272.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","2003","2003","ha","7007.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2004","2004","ha","5200.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","2005","2005","ha","7223.000000","Im"
"2","Afghanistan","526","Apricots","5312","Area harvested","2006","2006","ha","8030.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2007","2007","ha","8000.000000","F"
"2","Afghanistan","526","Apricots","5312","Area harvested","2008","2008","ha","8000.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2009","2009","ha","8170.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2010","2010","ha","8320.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2011","2011","ha","8320.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2012","2012","ha","8350.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2013","2013","ha","9005.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2014","2014","ha","9005.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2015","2015","ha","9116.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2016","2016","ha","8595.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2017","2017","ha","18067.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2018","2018","ha","18510.000000",""
"2","Afghanistan","526","Apricots","5312","Area harvested","2019","2019","ha","17719.000000",""
"2","Afghanistan","526","Apricots","5419","Yield","1961","1961","hg/ha","66390.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1962","1962","hg/ha","66390.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1963","1963","hg/ha","66390.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1964","1964","hg/ha","76863.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1965","1965","hg/ha","80819.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1966","1966","hg/ha","81619.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1967","1967","hg/ha","88671.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1968","1968","hg/ha","91667.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1969","1969","hg/ha","91047.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1970","1970","hg/ha","87632.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1971","1971","hg/ha","68929.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1972","1972","hg/ha","82966.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1973","1973","hg/ha","84604.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1974","1974","hg/ha","83734.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1975","1975","hg/ha","84040.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1976","1976","hg/ha","78672.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1977","1977","hg/ha","46620.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1978","1978","hg/ha","68511.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1979","1979","hg/ha","67548.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1980","1980","hg/ha","69648.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1981","1981","hg/ha","70509.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1982","1982","hg/ha","70827.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1983","1983","hg/ha","71799.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1984","1984","hg/ha","71791.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1985","1985","hg/ha","70783.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1986","1986","hg/ha","73619.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1987","1987","hg/ha","73085.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1988","1988","hg/ha","71089.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1989","1989","hg/ha","71344.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1990","1990","hg/ha","70440.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1991","1991","hg/ha","75283.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1992","1992","hg/ha","74126.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1993","1993","hg/ha","72549.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1994","1994","hg/ha","73579.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1995","1995","hg/ha","72816.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1996","1996","hg/ha","73931.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1997","1997","hg/ha","74220.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1998","1998","hg/ha","74460.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","1999","1999","hg/ha","74583.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2000","2000","hg/ha","74453.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2001","2001","hg/ha","73077.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2002","2002","hg/ha","72956.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2003","2003","hg/ha","71774.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2004","2004","hg/ha","70846.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2005","2005","hg/ha","68701.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2006","2006","hg/ha","62267.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2007","2007","hg/ha","72500.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2008","2008","hg/ha","74449.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2009","2009","hg/ha","73439.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2010","2010","hg/ha","80000.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2011","2011","hg/ha","81725.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2012","2012","hg/ha","100000.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2013","2013","hg/ha","99944.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2014","2014","hg/ha","99944.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2015","2015","hg/ha","96189.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2016","2016","hg/ha","20819.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2017","2017","hg/ha","72960.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2018","2018","hg/ha","58934.000000","Fc"
"2","Afghanistan","526","Apricots","5419","Yield","2019","2019","hg/ha","73008.000000","Fc"
"2","Afghanistan","526","Apricots","5510","Production","1961","1961","tonnes","32000.000000","*"
"2","Afghanistan","526","Apricots","5510","Production","1962","1962","tonnes","32000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1963","1963","tonnes","32000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1964","1964","tonnes","39200.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1965","1965","tonnes","43400.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1966","1966","tonnes","48400.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1967","1967","tonnes","58700.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1968","1968","tonnes","59400.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1969","1969","tonnes","60000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1970","1970","tonnes","58100.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1971","1971","tonnes","45700.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1972","1972","tonnes","56500.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1973","1973","tonnes","58800.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1974","1974","tonnes","59200.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1975","1975","tonnes","59500.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1976","1976","tonnes","55700.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1977","1977","tonnes","33100.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1978","1978","tonnes","48300.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1979","1979","tonnes","46000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1980","1980","tonnes","47500.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1981","1981","tonnes","47100.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1982","1982","tonnes","45400.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1983","1983","tonnes","44300.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1984","1984","tonnes","42500.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1985","1985","tonnes","40700.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1986","1986","tonnes","41300.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1987","1987","tonnes","35300.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1988","1988","tonnes","35900.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1989","1989","tonnes","36100.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1990","1990","tonnes","36030.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","1991","1991","tonnes","36708.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","1992","1992","tonnes","36700.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1993","1993","tonnes","37000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1994","1994","tonnes","37665.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","1995","1995","tonnes","37500.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","1996","1996","tonnes","39368.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","1997","1997","tonnes","40131.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","1998","1998","tonnes","40990.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","1999","1999","tonnes","41856.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2000","2000","tonnes","42840.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2001","2001","tonnes","38000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","2002","2002","tonnes","45758.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2003","2003","tonnes","50292.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2004","2004","tonnes","36840.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2005","2005","tonnes","49623.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2006","2006","tonnes","50000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","2007","2007","tonnes","58000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","2008","2008","tonnes","59559.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2009","2009","tonnes","60000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","2010","2010","tonnes","66560.000000",""
"2","Afghanistan","526","Apricots","5510","Production","2011","2011","tonnes","67995.000000","Im"
"2","Afghanistan","526","Apricots","5510","Production","2012","2012","tonnes","83500.000000",""
"2","Afghanistan","526","Apricots","5510","Production","2013","2013","tonnes","90000.000000",""
"2","Afghanistan","526","Apricots","5510","Production","2014","2014","tonnes","90000.000000","F"
"2","Afghanistan","526","Apricots","5510","Production","2015","2015","tonnes","87686.000000",""
"2","Afghanistan","526","Apricots","5510","Production","2016","2016","tonnes","17894.000000",""
"2","Afghanistan","526","Apricots","5510","Production","2017","2017","tonnes","131816.000000",""
"2","Afghanistan","526","Apricots","5510","Production","2018","2018","tonnes","109086.000000",""
"2","Afghanistan","526","Apricots","5510","Production","2019","2019","tonnes","129363.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1961","1961","ha","350000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1962","1962","ha","350000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1963","1963","ha","350000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1964","1964","ha","350000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1965","1965","ha","350000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1966","1966","ha","350000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1967","1967","ha","316000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1968","1968","ha","317000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1969","1969","ha","317000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1970","1970","ha","315000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1971","1971","ha","315000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1972","1972","ha","320000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1973","1973","ha","320000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1974","1974","ha","340200.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1975","1975","ha","320000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1976","1976","ha","310000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1977","1977","ha","310000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1978","1978","ha","310000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1979","1979","ha","304000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1980","1980","ha","306000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1981","1981","ha","278000.000000","F"
"2","Afghanistan","44","Barley","5312","Area harvested","1982","1982","ha","257000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1983","1983","ha","242000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1984","1984","ha","234000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1985","1985","ha","221000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1986","1986","ha","213000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1987","1987","ha","213000.000000","F"
"2","Afghanistan","44","Barley","5312","Area harvested","1988","1988","ha","212000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1989","1989","ha","211000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1990","1990","ha","205000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1991","1991","ha","204000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1992","1992","ha","250000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1993","1993","ha","250000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1994","1994","ha","250000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1995","1995","ha","225000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1996","1996","ha","220000.000000","*"
"2","Afghanistan","44","Barley","5312","Area harvested","1997","1997","ha","200000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1998","1998","ha","200000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","1999","1999","ha","180000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2000","2000","ha","124000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2001","2001","ha","87000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2002","2002","ha","236000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2003","2003","ha","270000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2004","2004","ha","315000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2005","2005","ha","240000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2006","2006","ha","236000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2007","2007","ha","236000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2008","2008","ha","236000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2009","2009","ha","267000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2010","2010","ha","212000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2011","2011","ha","190000.000000",""
"2","Afghanistan","44","Barley","5312","Area harvested","2012","2012","ha","280000.000000",""